primary_unit_encoded,skill_encoded,jaccard_followers,jaccard_followees,num_followers_s,num_followees_s,num_followers_d,num_followees_d,inter_followers,inter_followees,adar_index,follows_back,same_comp,shortest_path,page_rank_s,page_rank_d,katz_s,katz_d,hubs_s,hubs_d,authorities_s,authorities_d,indicator_link
9,90,0.0,0.0,0,0,0,0,0,0,0,0,0,-1,0.011494252873563216,0.011494252873563216,0.10721113770710687,0.10721113770710687,0.0,0.0,0.0,0.0,0.0
91,12,0.0,0.0,0,0,1,0,0,0,0,0,0,-1,0.011494252873563216,0.011215713463336807,0.10721113770710687,0.10724793576363913,0.0,0.0,0.0,0.04489964630707578,0.0
38,79,1.0,0.0,1,0,1,0,1,0,0,0,1,-1,0.011411667064601207,0.011411667064601207,0.10724793576363913,0.10724793576363913,0.0,0.0,0.007286209545100076,0.007286209545100076,0.0
45,16,0.0,0.0,0,0,0,0,0,0,0,0,0,-1,0.011494252873563216,0.011494252873563216,0.10721113770710687,0.10721113770710687,0.0,0.0,0.0,0.0,0.0
49,1,0.0,0.0,1,0,1,0,0,0,0,0,0,-1,0.011411667064601207,0.011461911577745924,0.10724793576363913,0.10724793576363913,0.0,0.0,0.007286209545100076,7.122023497649266e-52,0.0
9,67,0.0,0.0,0,0,0,0,0,0,0,0,0,-1,0.011494252873563216,0.011494252873563216,0.10721113770710687,0.10721113770710687,0.0,0.0,0.0,0.0,0.0
19,16,0.0,0.0,1,0,0,0,0,0,0,0,0,-1,0.011215713463336807,0.011494252873563216,0.10724793576363913,0.10721113770710687,0.0,0.0,0.04489964630707578,0.0,0.0
86,38,0.0,0.0,1,0,1,0,0,0,0,0,1,-1,0.011215713463336807,0.011411667064601207,0.10724793576363913,0.10724793576363913,0.0,0.0,0.04489964630707578,0.007286209545100076,0.0
72,31,0.0,0.0,0,0,1,0,0,0,0,0,0,-1,0.011494252873563216,0.011239777940685066,0.10721113770710687,0.10724793576363913,0.0,0.0,0.0,7.3803727863405435e-09,0.0
88,89,0.0,0.0,1,0,0,0,0,0,0,0,0,-1,0.011411667064601207,0.011494252873563216,0.10724793576363913,0.10721113770710687,0.0,0.0,0.007286209545100076,0.0,0.0
5,85,0.0,0.0,1,0,0,0,0,0,0,0,0,-1,0.011239777940685066,0.011494252873563216,0.10724793576363913,0.10721113770710687,0.0,0.0,7.3803727863405435e-09,0.0,0.0
71,50,0.0,0.0,0,0,1,0,0,0,0,0,0,-1,0.011494252873563216,0.012282571959109652,0.10721113770710687,0.10724793576363913,0.0,0.0,0.0,1.6250427866776752e-139,0.0
70,2,0.0,0.0,1,0,0,0,0,0,0,0,0,-1,0.011239777940685066,0.011494252873563216,0.10724793576363913,0.10721113770710687,0.0,0.0,7.3803727863405435e-09,0.0,0.0
46,62,1.0,0.0,1,0,1,0,1,0,0,0,1,-1,0.011461911577745924,0.011461911577745924,0.10724793576363913,0.10724793576363913,0.0,0.0,7.122023497649266e-52,7.122023497649266e-52,0.0
28,31,0.0,0.0,0,0,1,0,0,0,0,0,0,-1,0.011494252873563216,0.011239777940685066,0.10721113770710687,0.10724793576363913,0.0,0.0,0.0,7.3803727863405435e-09,0.0
38,30,0.0,0.0,1,0,0,0,0,0,0,0,0,-1,0.011411667064601207,0.011494252873563216,0.10724793576363913,0.10721113770710687,0.0,0.0,0.007286209545100076,0.0,0.0
28,76,0.0,0.0,0,0,1,0,0,0,0,0,0,-1,0.011494252873563216,0.011239777940685066,0.10721113770710687,0.10724793576363913,0.0,0.0,0.0,7.3803727863405435e-09,0.0
41,38,0.0,0.0,0,0,1,0,0,0,0,0,0,-1,0.011494252873563216,0.011411667064601207,0.10721113770710687,0.10724793576363913,0.0,0.0,0.0,0.007286209545100076,0.0
31,96,0.0,0.0,1,0,0,0,0,0,0,0,0,-1,0.011239777940685066,0.011494252873563216,0.10724793576363913,0.10721113770710687,0.0,0.0,7.3803727863405435e-09,0.0,0.0
52,47,0.0,0.0,0,0,0,0,0,0,0,0,0,-1,0.011494252873563216,0.011494252873563216,0.10721113770710687,0.10721113770710687,0.0,0.0,0.0,0.0,0.0
62,29,0.0,0.0,1,0,1,0,0,0,0,0,0,-1,0.011461911577745924,0.011411667064601207,0.10724793576363913,0.10724793576363913,0.0,0.0,7.122023497649266e-52,0.007286209545100076,0.0
